anime_id,name,genre,episodes
937,Appleseed,"Action, Adventure, Mecha, Police, Sci-Fi",1
3271,Bakuto Sengen Daigander,"Adventure, Mecha, Sci-Fi, Shounen",39
12745,Bari Bari Densetsu (1987),"Action, Drama, Shounen, Sports",1
7619,Gegege no Kitarou (1996),"Adventure, Demons, Supernatural",114
5936,Hashire! Shiroi Ookami,Drama,1
9001,Je T&#039;aime,Sci-Fi,1
3130,Kaibutsu-kun (1980),"Comedy, Horror, Kids",94
17731,Ketsuekigata-kun!,Comedy,12
3394,Kimagure Orange☆Road: Shounen Jump Special,"Drama, Romance, Shounen",1
12279,Kinnikuman II Sei: Muscle Ninjin Soudatsu sen! Choujin Daisensou,"Action, Comedy, Drama, Martial Arts, Romance, Samurai",1
2106,Kiss Dum: Engage Planet,"Mecha, Military, Sci-Fi",26
10732,Konjiki no Gash Bell!!: Hashire Gash!! Ubawareta Umagon,"Adventure, Comedy, Magic, Shounen, Supernatural",1
6230,Kyokujitsu no Kantai,"Action, Drama, Historical, Military",15
3057,Loveless Specials,"Comedy, Fantasy, Romance, Shounen Ai, Supernatural",6
32321,Lupin III (2015): Italian Game,"Action, Adventure, Comedy, Shounen",1
518,Mahou no Princess Minky Momo,"Magic, Shoujo",63
626,Mamotte Shugogetten!,"Comedy, Fantasy, Magic, Romance, Shounen",22
29855,Meiji Tokyo Renka Movie: Yumihari no Serenade,"Fantasy, Harem, Romance, Shoujo",1
12503,Mirai Nikki (TV): Ura Mirai Nikki,"Action, Comedy, Mystery, Psychological, Shounen, Supernatural, Thriller",10
3438,Moero! Top Striker,"Action, Shounen, Sports",49
13833,Nagareboshi Lens,"Romance, Shoujo",1
10807,Nichijou: Tanken Nichijou no Machi,"Comedy, School, Slice of Life",14
32625,Okusama ga Seitokaichou! OVA: Okusama Gekijou,"Comedy, Shounen",7
23299,Pokemon Best Wishes! Season 2: Decolora Adventure - Iris vs. Ibuki! Dragon Master e no Michi!!,"Action, Adventure, Comedy, Fantasy, Kids",1
4793,Pokemon: Pichu to Pikachu,"Adventure, Comedy, Fantasy, Kids",1
2161,Skull Man,"Action, Mystery, Super Power",13
1618,Soreyuke! Uchuu Senkan Yamamoto Yohko (1999),"Action, Adventure, Sci-Fi",26
1544,Super Robot Taisen OG The Animation,"Mecha, Sci-Fi, Shounen, Space",3
31440,Teekyuu 6,"Comedy, Shounen, Sports",12
3686,Tokimeki Memorial: Only Love Specials,"Comedy, School",2
1737,Uchuu Senshi Baldios,"Adventure, Drama, Mecha, Sci-Fi, Shounen, Space",34
25397,Absolute Duo,"Action, Ecchi, Harem, Romance, School, Supernatural",12
3835,Ai no Gakko Cuore Monogatari,"Drama, Historical, Slice of Life",26
25241,Akame ga Kill! Theater,Comedy,24
1750,Amaenaide yo!! Katsu!!: Damasarenaide yo!!,"Comedy, Ecchi, Romance, Supernatural",1
20543,Bayonetta: Bloody Fate,"Action, Demons, Fantasy, Super Power",1
9119,Chirorin Mura Monogatari,"Kids, Slice of Life",170
15879,Chuunibyou demo Koi ga Shitai!: Depth of Field - Ai to Nikushimi Gekijou,"Action, Mecha",7
4508,D.C.S.S: Da Capo Second Season Omake,"Comedy, Harem, Romance",7
1752,Di Gi Charat: Hoshi no Tabi,Comedy,1
29413,Dog Days Recap,"Action, Adventure, Fantasy, Magic",1
3023,Esper Mami,"Comedy, Ecchi, Magic, School, Super Power, Supernatural",119
2042,Five Star Stories,"Action, Drama, Fantasy, Mecha, Sci-Fi",1
3381,Fushigi no Umi no Nadia Specials,"Adventure, Sci-Fi",10
17679,Gambo,"Demons, Historical",1
6653,Ginga Tetsudou 999: Glass no Clair,"Drama, Sci-Fi, Space",1
3037,GS Mikami: Gokuraku Daisakusen!!,"Comedy, Fantasy",1
1325,Hamelin no Violin Hiki,"Adventure, Drama, Fantasy",25
7579,Happy☆Lesson: Hoka Hoka★Kanna to Futari Kiri,"Comedy, Harem, Romance",1
1316,Idaten Jump,"Game, School, Sports",52
637,Iketeru Futari,"Comedy, Ecchi, Romance, School, Seinen",16
2556,Jungle Taitei (1989),"Adventure, Drama",52
618,Juubee Ninpuuchou: Ryuuhougyoku-hen,"Adventure, Horror, Magic, Martial Arts, Shounen, Supernatural",13
913,Kakutou Bijin Wulong,"Action, Ecchi, Martial Arts",25
3923,Kamen Rider Den-O: Imagin Anime,"Action, Adventure, Comedy, Kids, Super Power",10
32287,Kanamewo,"Drama, Romance, Shoujo Ai, Supernatural",1
21701,Kindaichi Shounen no Jikenbo: Shinigami Byouin Satsujin Jiken,"Mystery, Shounen",1
3085,Koharu Biyori,"Comedy, Ecchi, Sci-Fi",3
4050,Kouchuu Ouja Mushiking: Mori no Tami no Densetsu,Fantasy,52
9519,Medaka no Gakkou,Comedy,5
9335,Megane na Kanojo,"Comedy, Romance, School, Shounen",4
222,Mezzo DSA,"Action, Adventure, Comedy, Mystery, Sci-Fi",13
32962,Occultic;Nine,"Mystery, Sci-Fi",12
14199,Oniichan dakedo Ai Sae Areba Kankeinai yo ne!,"Comedy, Ecchi, Harem, Romance, School",12
23363,Ore no Imouto ga Konnani Kawaii Wake ga Nai.: Ore no Imouto ga Konnani Eroge na Wake Nai,"Comedy, Romance",1
6666,Passion,Music,1
17573,Planetarium Uchuu Kyoudai: Itten no Hikari,"Comedy, Sci-Fi, Seinen, Slice of Life",1
9107,Pokemon Best Wishes!,"Action, Adventure, Comedy, Fantasy, Kids",84
14093,Pokemon Best Wishes! Season 2,"Action, Adventure, Comedy, Fantasy, Kids",24
5256,"Pokemon Fushigi no Dungeon: Toki no Tankentai, Yami no Tankentai","Adventure, Fantasy",1
6877,Pokemon: Bokutachi Pichu Brothers - Party wa Oosawagi! no Maki,"Adventure, Comedy, Fantasy, Kids",1
30625,Princess Princess Specials,"Comedy, School, Shoujo",12
17933,Pyuu to Fuku! Jaguar,"Comedy, Music, Shounen",3
26019,Rokujouma no Shinryakusha!?,"Comedy, Romance, School, Supernatural",1
25285,Seirei Tsukai no Blade Dance Specials,"Action, Ecchi, Fantasy, School, Supernatural",6
2033,Tamala 2010: A Punk Cat in Space,"Comedy, Dementia, Psychological, Sci-Fi",1
23439,Toki wa Meguru: Tokyo Station,Slice of Life,1
8230,True Tears Epilogue,"Drama, Music, Romance",1
3761,Wanwan Sanjuushi,"Adventure, Historical",26
2032,Wellber no Monogatari: Sisters of Wellber,"Action, Adventure, Comedy, Drama, Fantasy, Historical",13
1533,Ai Tenshi Densetsu Wedding Peach,"Adventure, Comedy, Magic, Romance, Shoujo",51
23627,Aoki Hagane no Arpeggio: Ars Nova - Kirikumas,"Comedy, Parody",13
33046,B-Project: Kodou＊Ambitious,"Music, Shoujo",12
1669,Bakuten Shoot Beyblade 2002,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",51
1136,Betterman,"Action, Adventure, Comedy, Drama, Horror, Mecha, Mystery, Psychological, Sci-Fi, Shounen",26
2495,Chance Triangle Session,"Drama, Music, Slice of Life",13
4503,Choujikuu Kidan Southern Cross,"Action, Drama, Mecha, Sci-Fi",23
8367,Crayon Shin-chan Movie 16: Chou Arashi wo Yobu Kinpoko no Yuusha,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",1
2650,"Doraemon Movie: Boku, Momotarou no Nanna no Sa","Adventure, Fantasy, Kids, Sci-Fi, Shounen",1
7436,Dragon Quest: Dai no Daibouken Tachiagare!! Aban no Shito,"Action, Adventure, Fantasy, Magic, Shounen",1
2953,Egao,"Music, Slice of Life",1
13731,Eureka Seven: New Order,"Adventure, Drama, Mecha, Romance, Sci-Fi",1
7307,Gegege no Kitarou (1985),"Comedy, Supernatural",108
3481,Grendizer: Getter Robo G - Great Mazinger Kessen! Daikaijuu,"Action, Mecha, Sci-Fi, Shounen",1
9515,Highschool of the Dead: Drifters of the Dead,"Comedy, Ecchi, Supernatural",1
2050,Honoo no Tenkousei,"Action, Comedy, Martial Arts, Parody, School, Shounen, Sports",2
1409,IGPX: Immortal Grand Prix,"Mecha, Sci-Fi, Shounen, Sports",5
5333,Ikkitousen: Great Guardians Specials,"Comedy, Ecchi",6
2565,Jungle Taitei: Susume Leo!,"Adventure, Shounen",26
12991,Katte ni Kaizou Specials,"Comedy, Parody, School, Sci-Fi, Shounen",3
148,Kita e.: Diamond Dust Drops,"Drama, Romance, Slice of Life",12
16756,Kuiba: Zhi Shiwanhuoji,"Action, Adventure, Fantasy, Kids",1
2980,Kuusou Kagaku Sekai Gulliver Boy,"Action, Adventure, Fantasy, Magic, Mecha",50
4320,Lupin III: Green vs. Red,"Action, Comedy, Mystery, Shounen",1
2039,Mahou no Yousei Persia,"Comedy, Magic",48
17743,"Maoyuu Maou Yuusha: Kono Monogatari wa, Daniku dake Dewanai no ja!","Adventure, Demons, Fantasy, Romance",1
8245,Metal Fight Beyblade vs. Taiyou: Shakunetsu no Shinryakusha Sol Blaze,"Adventure, Comedy, Sports",1
9581,MM! Specials,"Comedy, Ecchi, School",9
26351,Nagato Yuki-chan no Shoushitsu,"Comedy, Romance, School, Seinen, Slice of Life",16
5865,Nanaka 6/17 Special,"Comedy, Drama, Romance, Shounen, Slice of Life",1
615,Nurse Witch Komugi-chan Magikarte,"Comedy, Magic, Parody",5
3827,Ore wa Teppei,"Action, Shounen, Sports",28
1182,Shamanic Princess,"Action, Fantasy, Magic, Romance",6
23209,Sora no Method,"Drama, Fantasy, School, Slice of Life",13
28063,Sword Art Online II: Sword Art Offline II,Comedy,9
15125,Teekyuu,"Comedy, School, Shounen, Sports",12
10005,Tetsujin 28-gou: Hakuchuu no Zangetsu,"Action, Adventure, Mecha, Sci-Fi",1
1822,The Hakkenden,"Action, Adventure, Demons, Historical, Martial Arts, Samurai, Shounen",6
473,Tide-Line Blue,"Action, Adventure, Drama, Military, Shounen",12
4467,Universe,"Fantasy, Music",1
20267,Wooser no Sono Higurashi: Kakusei-hen,"Comedy, Fantasy, Slice of Life",12
29017,Wooser no Sono Higurashi: Mugen-hen,"Comedy, Fantasy, Slice of Life",13
11755,009 Re:Cyborg,"Action, Adventure, Mecha, Sci-Fi",1
27911,Anime de Wakaru Shinryounaika,"Comedy, Seinen",20
7805,Baka to Test to Shoukanjuu: Mondai - Christmas ni Tsuite Kotae Nasai,"Comedy, Romance",1
5002,Bari Bari Densetsu,"Action, Drama, Shounen, Sports",2
1962,Chikyuu Bouei Kazoku,"Action, Comedy, Sci-Fi, Shounen",13
14827,D.C.III: Da Capo III,"Drama, Ecchi, Romance, School",13
4712,Digimon Savers: Agumon! Gaomon! Lalamon! Bakuretsu! Jougai Last Battle!,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Supernatural",1
6714,Dragon Ball Z: Atsumare! Gokuu World,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",1
13263,Fate/Zero: Onegai! Einzbern Soudanshitsu,Comedy,6
2319,Freedom Previsited,"Action, Adventure, Sci-Fi",1
259,Happy☆Lesson,"Comedy, Harem, Romance, School",5
2224,Hikari no Densetsu,"Music, Romance, Shoujo, Sports",19
6008,Jewelpet,"Fantasy, Magic, Shoujo",52
1660,Kurogane Communication,"Action, Adventure, Drama, Sci-Fi",24
2911,Kyoushirou to Towa no Sora Specials,"Drama, Magic, Romance, Shounen",6
2038,Mahou no Star Magical Emi,"Comedy, Magic, Shoujo, Slice of Life",38
4052,Medarot Damashii,"Action, Adventure, Sci-Fi",39
17655,Mobile Suit Gundam AGE: Memory of Eden,"Action, Drama, Mecha, Military, Sci-Fi",2
6736,Mouryou no Hako Special,"Mystery, Seinen, Supernatural, Thriller",1
33075,Musaigen no Phantom World Special,"Action, Comedy, Fantasy, Supernatural",1
10936,Nekogami Yaoyorozu: Ohanami Ghostbusters,"Comedy, Seinen, Supernatural",1
8783,Nezha Nao Hai,Kids,1
24991,No Game No Life Specials,"Ecchi, Fantasy, Game",6
24705,"Ore, Twintail ni Narimasu.","Action, Comedy, Fantasy, Romance, School, Shounen",12
2615,Otome wa Boku ni Koishiteru Special,"Comedy, Romance, School",1
3366,Persona: Trinity Soul,"Action, Sci-Fi, Super Power",26
16718,SKET Dance: SD Character Flash Anime,"Comedy, School, Shounen",16
1742,Souryuuden,"Drama, Mystery, Super Power, Supernatural",12
2619,Spider Riders: Oracle no Yuusha-tachi,"Action, Adventure, Mecha",26
12699,Tales of Gekijou,Comedy,5
33811,Teekyuu 8,"Comedy, Shounen, Sports",12
17233,The House,"Drama, Fantasy, Kids",1
3008,Time Bokan Series: Yatterman,"Adventure, Comedy, Mecha",108
7591,Tono to Issho,"Comedy, Historical, Parody, Samurai, Seinen",1
6129,Umi Monogatari: Anata ga Ite Kureta Koto,"Drama, Fantasy, Magic, Romance, Supernatural",12
31521,Ushinawareta Mirai wo Motomete: Ushinawareta Natsuyasumi wo Motomete,Romance,1
3077,Warau Salesman,"Comedy, Drama, Seinen",103
1718,Winter Garden,"Drama, Romance, Shoujo, Slice of Life",2
315,Xiao Qian,"Action, Drama, Fantasy, Romance",1
298,.hack//Tasogare no Udewa Densetsu,"Adventure, Comedy, Fantasy, Game, Sci-Fi, Shounen",12
2221,Aishite Knight,"Comedy, Romance, Shoujo",42
8950,Akage no Anne: Green Gables e no Michi,"Adventure, Historical, Shoujo, Slice of Life",1
9706,Canaan: Minorikawa Report 201X Shanghai,"Action, Seinen",1
1149,Choujuushin Gravion Zwei,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",12
31851,Dog Days&#039;&#039;: Limone Resort Tenbou Onsen!,"Ecchi, Fantasy, Magic",1
2627,Doraemon: It&#039;s New Year!,"Comedy, Kids, Sci-Fi, Shounen",1
987,Dragon Ball GT: Goku Gaiden! Yuuki no Akashi wa Suushinchuu,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",1
236,E&#039;s Otherwise,"Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural",26
504,Fatal Fury: The Motion Picture,"Action, Adventure, Drama, Martial Arts, Romance, Shounen",1
23499,Gakumon!: Ookami Shoujo wa Kujikenai,"Comedy, School, Shounen",3
11268,Ganso Tensai Bakabon,"Comedy, Slice of Life",103
7285,Ginga Tetsudou 999: Diamond Ring no Kanata e,"Adventure, Drama, Sci-Fi",1
29853,Girls und Panzer Heartful Tank Disc: Fushou - Akiyama Yukari no Sensha Kouza,"Military, School",2
1706,Gun Frontier,"Action, Adventure, Drama, Historical, Sci-Fi, Seinen",13
15729,Hagure Yuusha no Aesthetica: Hajirai Ippai,"Comedy, Ecchi",6
1466,Hakugei Densetsu,"Adventure, Sci-Fi",26
1848,Haou Taikei Ryuu Knight,"Action, Adventure, Fantasy, Mecha",52
1181,Hikyou Tanken Fam &amp; Ihrlie,"Action, Adventure, Comedy, Fantasy, Magic",4
8507,Ikkitousen: Xtreme Xecutor Specials,"Comedy, Ecchi",6
6087,Jetter Mars,"Action, Drama, Mecha, Sci-Fi",27
3464,Kemeko Deluxe!,"Action, Comedy, Ecchi, Romance, School, Sci-Fi, Shounen",12
5305,Koihime†Musou OVA,"Comedy, Fantasy, School",1
16906,Line Offline: Salaryman,Comedy,114
1445,Mach GoGoGo,"Adventure, Cars, Shounen, Sports",52
2272,Mahou no Princess Minky Momo: Yume no Naka no Rondo,"Magic, Shoujo",1
3388,Majokko Megu-chan,"Magic, Shoujo",72
4782,Mama wa Poyopoyo Saurus ga Osuki,"Comedy, Kids, Slice of Life",52
776,Nanaka 6/17,"Comedy, Drama, Romance, Shounen, Slice of Life",12
24075,Persona 4 the Golden Animation,"Adventure, Mystery, School, Sci-Fi, Super Power, Supernatural",12
21569,Pokemon XY: Hakai no Mayu to Diancie,"Adventure, Fantasy, Kids",1
11073,Pokemon: Ash&#039;s Journey,"Fantasy, Kids",1
3265,Princess Tutu Recaps,"Comedy, Magic, Romance, Shoujo",3
28619,Ranpo Kitan: Game of Laplace,Mystery,11
21033,Seikoku no Dragonar,"Comedy, Ecchi, Fantasy, School",12
679,Shadow Skill (1996),"Adventure, Drama, Fantasy, Shounen",3
4173,Shigofumi Picture Drama,Comedy,7
5742,Space Cobra Pilot,"Action, Adventure, Sci-Fi, Space",1
421,Stratos 4,"Comedy, Military, Sci-Fi, Shounen",13
11685,Takarajima Memorial: Yuunagi to Yobareta Otoko,"Adventure, Drama, Historical, Mystery, Supernatural",1
928,Transformers Galaxy Force,"Adventure, Mecha, Sci-Fi, Shounen",52
12935,Utakata Hanabi,Music,1
347,Wild Arms: Twilight Venom,"Action, Adventure, Fantasy, Magic, Sci-Fi, Vampire",22
17341,Yama no Susume: Kabette Kowakunai no?,"Comedy, Slice of Life",1
299,.hack//Liminality,"Game, Mystery, Sci-Fi",4
2467,3 Choume no Tama: Uchi no Tama Shirimasenka?,Adventure,35
1998,Amazing Nuts!,"Adventure, Music, Police, Romance, Sci-Fi",4
2709,Bakusou Kyoudai Let&#039;s &amp; Go MAX,"Cars, Shounen, Sports",51
4197,Blue Dragon: Tenkai no Shichi Ryuu,"Adventure, Comedy, Fantasy, Supernatural",51
1194,Coyote Ragtime Show,"Action, Adventure, Comedy, Mecha, Sci-Fi, Shounen",12
5618,Dokonjou Gaeru,"Comedy, Slice of Life",103
2641,Doraemon: It&#039;s Winter!,"Adventure, Comedy, Fantasy, Kids, Shounen",1
2644,Doraemon: Treasure of the Shinugumi Mountain,"Adventure, Comedy, Fantasy, Kids, Shounen",1
5016,Fluximation,Music,14
10172,Freezing Specials,"Action, Comedy, Ecchi",6
782,Gasaraki,"Drama, Mecha, Military, Psychological, Supernatural",25
1019,Honoo no Mirage,"Action, Drama, Historical, Romance, School, Shounen Ai, Supernatural",13
3503,Kanokon,"Comedy, Ecchi, Harem, Romance, School, Shounen, Slice of Life, Supernatural",12
6791,Kanokon: Manatsu no Dai Shanikusai,"Ecchi, Romance, Slice of Life",2
28207,Ketsuekigata-kun! 2,Comedy,12
6975,Koro no Dai Sanpo,Adventure,1
3866,Kuro ga Ita Natsu,"Drama, Historical",1
1070,Love Get Chu,"Comedy, Romance",25
32730,Love Live! x Watering KissMint Collaboration CM,Music,1
7090,Madou King Granzort: Saigo no Magical Taisen,"Action, Comedy, Fantasy, Magic, Mecha, Sci-Fi, Shounen",2
6779,Pokonyan!,"Comedy, Fantasy, Kids, Magic",170
8456,Queen&#039;s Blade: Utsukushiki Toushitachi,"Action, Adventure, Ecchi, Fantasy",6
25117,Ryuugajou Nanana no Maizoukin (TV) Specials,Comedy,6
10156,Sacred Seven,"Action, School, Sci-Fi, Super Power",12
14515,Sasami-san@Ganbaranai,"Comedy, Romance, Supernatural",12
6068,Sensei no Ojikan: Doki Doki School Hours OVA,"Comedy, School",7
3809,Shirayuki Hime no Densetsu,"Adventure, Fantasy, Romance",52
1480,Sky Girls OVA,"Mecha, Military, Sci-Fi",1
2419,Spirit of Wonder: China-san no Yuuutsu,"Romance, Sci-Fi, Seinen",1
2290,Superflat Monogram,"Adventure, Fantasy",1
175,Tokyo Underground,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",26
4720,White Album,"Drama, Harem, Music, Romance",13
1958,Wish,Music,1
10390,.hack//Quantum: Sore ike! Bokura no Chimuchimu-chan!!,"Comedy, Game",3
2546,Alps Monogatari: Watashi no Annette,"Drama, Historical, Slice of Life",48
10689,Appleseed XIII Remix Movie 1: Yuigon,"Action, Mecha, Military, Police, Sci-Fi",1
17493,Ashita Genki ni Nare!: Hanbun no Satsumaimo,Drama,1
2732,Baby Baachan,"Comedy, Drama",53
10490,Blood-C,"Action, Horror, School, Supernatural, Vampire",12
406,Buzzer Beater,"Shounen, Sports",13
31636,Dagashi Kashi,"Comedy, Shounen, Slice of Life",12
1187,DNA² OVA,"Comedy, Drama, Sci-Fi",3
8546,Dr. Slump Movie 02: &quot;Hoyoyo!&quot; Uchuu Daibouken,"Comedy, Sci-Fi, Shounen",1
5945,Element Hunters,"Sci-Fi, Shounen",39
7477,Fusha no Sha,"Adventure, Historical, Martial Arts, Samurai, Supernatural",1
10949,Ghost in the Shell: Stand Alone Complex - Tachikoma no Hibi Fan Disc,"Comedy, Mecha, Sci-Fi",3
31617,Ghost in the Shell: The New Movie Virtual Reality Diver,"Police, Sci-Fi, Seinen",1
6117,Gokujou!! Mecha Mote Iinchou,"Comedy, Romance, School, Shoujo",51
6728,Helen Keller Monogatari: Ai to Hikari no Tenshi,Drama,1
2390,Hoshi no Kirby,"Action, Adventure, Comedy, Fantasy, Parody",100
9362,Hyakka Ryouran: Samurai Girls Specials,Ecchi,6
9495,Inochi no Chikyuu: Dioxin no Natsu,Drama,1
635,Juubee-chan: Lovely Gantai no Himitsu,"Action, Adventure, Comedy, Drama, Shounen",13
590,Kage kara Mamoru!,"Comedy, Romance, Shounen",12
6205,Kämpfer,"Action, Comedy, Ecchi, Romance, School, Shoujo Ai, Super Power",12
602,KO Seiki Beast Sanjuushi,"Adventure, Comedy, Fantasy, Mecha, Shounen, Supernatural",7
15347,Meitantei Holmes: Aoi Ruby no Maki / Kaitei no Zaihou no Maki,"Adventure, Comedy, Mystery",1
3550,Midori no Makibao,"Comedy, Sports",61
9934,Nekogami Yaoyorozu,"Comedy, Seinen, Slice of Life, Supernatural",12
2912,Ohayo! Spank,"Comedy, Slice of Life",63
32383,Osomatsu-san Short Film Series,"Comedy, Parody",8
3900,Ougon Bat,"Action, Sci-Fi, Super Power",52
1296,Project A-Ko 2: Daitokuji Zaibatsu no Inbou,"Action, Comedy, Mecha, Sci-Fi, Super Power",1
6633,Queen&#039;s Blade: Gyokuza wo Tsugu Mono,"Action, Adventure, Ecchi, Fantasy",12
1232,Saber Marionette R,"Action, Comedy, Harem, Mecha, Sci-Fi",3
3806,Sasuga no Sarutobi,"Action, Adventure, Comedy, Martial Arts, Romance, Sports",69
8542,Shin Ace wo Nerae!,"Drama, Romance, School, Shoujo, Sports",25
2497,Shin Cutey Honey,"Adventure, Comedy, Ecchi, Magic, Sci-Fi",8
8635,Shin Koihime†Musou: Live Revolution,"Ecchi, Music",1
2463,Shounan Bakusouzoku,"Action, Comedy, Shounen",12
12715,The Hakkenden: Shin Shou,"Action, Adventure, Demons, Historical, Martial Arts, Samurai, Shounen",7
3915,Time Bokan,"Adventure, Comedy, Mecha",61
5833,Tondemo Senshi Muteking,"Action, Comedy, Kids, Magic, Mecha, Sci-Fi, Shounen, Super Power",56
10324,Tono to Issho: Gantai no Yabou,"Comedy, Historical, Parody, Samurai, Seinen",12
5022,Toushi Gordian,"Action, Mecha, Sci-Fi",73
1198,Tsuyokiss,"Comedy, Romance, School, Slice of Life",12
6878,Usavich Special,"Adventure, Comedy",1
497,Yami to Boushi to Hon no Tabibito,"Adventure, Ecchi, Fantasy, Magic, Mystery, Shoujo Ai",13
2288,Akihabara Dennou-gumi,"Adventure, Mecha, Sci-Fi, Shoujo",26
9549,Alps no Shoujo Heidi: Heidi to Clara-hen,"Drama, Historical, Slice of Life",1
808,Bakuretsu Hunters OVA,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, Shounen, Super Power",3
3232,Bannou Bunka Neko-Musume Specials,"Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen",2
11017,Battle Spirits: Heroes,"Action, Shounen",50
3952,Blue Seed 1.5,"Comedy, Romance, Sci-Fi",2
1672,Bomberman B-Daman Bakugaiden,"Comedy, Sci-Fi, Shounen",48
5266,Choujuu Kishin Dancougar: God Bless Dancougar,"Action, Mecha, Sci-Fi",1
4450,Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza,"Adventure, Comedy, Demons, Historical, Supernatural",11
1853,Cutey Honey F,"Action, Adventure, Comedy, Magic, Romance, Sci-Fi, Shoujo",39
2606,Digimon Savers the Movie: Kyuukyoku Power! Burst Mode Hatsudou!!,"Action, Adventure, Comedy, Fantasy, Shounen",1
12347,Dirty Pair Flash 3,"Action, Adventure, Comedy, Ecchi, Police, Sci-Fi",5
7666,Dr. Slump Movie 01: Arale-chan Hello! Fushigi Shima,"Comedy, Sci-Fi, Shounen",1
6028,Dr. Slump Movie 04: Arale-chan Hoyoyo! Nanaba Shiro no Hihou,"Comedy, Sci-Fi, Shounen",1
225,Dragon Ball GT,"Action, Adventure, Comedy, Fantasy, Magic, Sci-Fi, Shounen, Super Power",64
7364,Dragon Quest: Dai no Daibouken Buchiyabure!! Shinsei 6 Daishougun,"Action, Adventure, Fantasy, Magic, Shounen",1
10527,Duel Masters Cross,"Action, Adventure, Comedy, Shounen",100
4199,Entaku no Kishi Monogatari: Moero Arthur,"Adventure, Drama, Historical, Romance",30
3488,Genji Monogatari,"Drama, Historical, Romance",1
18989,Ghost in the Shell: Arise - Another Mission,"Action, Mecha, Police, Sci-Fi",1
1761,Golgo 13: Queen Bee,"Action, Adventure, Drama, Military, Seinen",1
403,Hanaukyou Maid-tai,"Comedy, Ecchi, Harem, Romance",12
1907,Harukanaru Toki no Naka de: Hachiyou Shou OVA,"Comedy, Demons, Fantasy, Historical, Shoujo, Supernatural",2
31096,Hibike! Euphonium: Suisougaku-bu no Nichijou,"Comedy, Music, School",7
20391,Hidamari Sketch: Chou Hidamatsuri Special,Comedy,1
22123,Inugami-san to Nekoyama-san,"Comedy, School, Shoujo Ai",12
4119,Juushin Liger,"Action, Mecha, Sci-Fi",43
31344,K: Missing Kings - Manner Movie,Comedy,1
496,Kamui no Ken,"Adventure, Drama, Fantasy, Historical, Shounen",1
23133,M3: Sono Kuroki Hagane,"Action, Drama, Mecha, Mystery, Psychological, Sci-Fi",24
10361,Macross F: Choujikuu Gekijou,"Comedy, Slice of Life",1
5962,Metal Fight Beyblade,"Adventure, Comedy, Sports",51
2733,Mobile Police Patlabor: MiniPato,Parody,3
3641,Naisho no Tsubomi,"Kids, Romance, School, Shoujo, Slice of Life, Supernatural",3
7664,Nils no Fushigi na Tabi (Movie),"Adventure, Fantasy, Kids",1
34283,Nobunaga no Shinobi Episode 0,"Comedy, Historical",1
1328,One Pound Gospel,"Comedy, Romance, Seinen, Sports",1
5529,Pokemon: Odoru Pokemon Himitsu Kichi,"Comedy, Fantasy, Kids",1
1165,Sakura Taisen: Ouka Kenran,"Adventure, Mecha, Sci-Fi, Shounen",4
4514,Seton Doubutsuki: Kuma no Ko Jacky,"Adventure, Drama, Historical",26
3668,Telepathy Shoujo Ran,"Fantasy, School",26
8314,Tentai Senshi Sunred: Short Corner,"Comedy, Parody, Seinen, Super Power",4
2282,Tezuka Osamu no Kyuuyaku Seisho Monogatari: In the Beginning,Historical,26
2399,Tottoko Hamtarou OVA 1: Hamtaro no Otanjoubi - Mama wo Tasunete Sanzen Techi Techi,"Adventure, Comedy, Kids",1
2284,Transformers: Car Robots,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",39
3963,Turn A Gundam I Movie: Earth Light,"Action, Drama, Mecha, Military, Sci-Fi, Space",1
4183,Uchuu Taitei God Sigma,"Action, Mecha, Space",50
6672,Video Senshi Lezarion,"Action, Mecha, Sci-Fi",45
446,Weiß Kreuz Glühen,"Action, Drama, Shounen",13
29089,Yaoguai Mingdan,"Action, Comedy, Ecchi, Fantasy, Romance",18
8861,"Yosuga no Sora: In Solitude, Where We Are Least Alone.","Drama, Ecchi, Harem, Romance",12
1143,.hack//Intermezzo,"Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi",1
8713,Akai Ito,"Drama, Romance, Slice of Life",1
1177,Alien 9,"Horror, School, Sci-Fi",4
3874,Ashita e Free Kick,Sports,52
1670,Bakuten Shoot Beyblade the Movie: Gekitou!! Takao vs. Daichi,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",1
370,Burn Up Excess,"Action, Adventure, Comedy, Ecchi, Police, Sci-Fi, Shounen",13
16119,Chouyaku Hyakuninisshu: Uta Koi. - Sake to Kikoushi ~ Murasaki Kishikibu to Kintou,"Historical, Josei",1
